Iteration, Selected, Fit
19, Iteration, Selected, Fit0, [(['Conv2D', 'Dense', 'Flatten'], [[0, 0, 0, 0], [1], []]), (['Conv2D', 'Dense', 'Flatten'], [[0, 0, -18, 0], [1], []])], [6648, 6648]
1, [(['Conv2D', 'Dense', 'GlobalAveragePooling1D', 'Flatten'], [[0, 0, 0, 1], [0], [2], []]), (['SeparableConv1D', 'Conv2D', 'Dense', 'Flatten'], [[1, 0, 4, 1], [0, 0, -20, 0], [-14], []])], [6720, 6998]
2, [(['SeparableConv1D', 'Conv2D', 'Dense', 'Dropout', 'Flatten'], [[1, 0, 10, 0], [-1, 0, -24, -2], [-14], [-1, -7], []]), (['Conv2D', 'LSTM', 'Dense', 'GlobalAveragePooling1D', 'Flatten'], [[-5, 13, 0, 5], [1, 2, 2, 0, 1, 2, 23, 1], [0], [5], []])], [7351, 8589]
3, [(['Conv2D', 'LSTM', 'Dense', 'GlobalAveragePooling1D', 'Flatten'], [[-5, 13, 0, 5], [1, 2, 2, 0, 1, 2, 23, 1], [0], [5], []]), (['Conv2D', 'LSTM', 'Dense', 'GlobalAveragePooling1D', 'GlobalMaxPooling1D', 'Flatten'], [[-5, 13, 0, 5], [1, 4, 2, 1, 1, 6, 27, 0], [0], [7], [2], []])], [8432, 8471]
4, [(['Conv2D', 'LSTM', 'Dense', 'GlobalAveragePooling1D', 'Flatten'], [[-5, 13, 0, 5], [1, 2, 2, 0, 1, 2, 23, 1], [0], [5], []]), (['Conv2D', 'LSTM', 'Dense', 'GlobalAveragePooling1D', 'GlobalMaxPooling1D', 'Flatten'], [[-5, 13, 0, 5], [1, 4, 2, 1, 1, 6, 27, 0], [0], [7], [2], []])], [8432, 8487]
5, [(['Conv2D', 'LSTM', 'Dense', 'GlobalAveragePooling1D', 'GlobalMaxPooling1D', 'Flatten'], [[-5, 13, 0, 5], [1, 4, 2, 1, 1, 6, 27, 0], [0], [7], [2], []]), (['Conv2D', 'LSTM', 'Dense', 'SpatialDropout1D', 'GlobalAveragePooling1D', 'GlobalMaxPooling1D', 'Flatten'], [[-5, 13, 1, 5], [1, 4, -5, 1, 1, 6, 27, -1], [0], [-9], [7], [1], []])], [8458, 8491]
6, [(['Conv2D', 'LSTM', 'Dense', 'SpatialDropout1D', 'GlobalAveragePooling1D', 'GlobalMaxPooling1D', 'Flatten'], [[-5, 13, 1, 5], [1, 4, -5, 1, 1, 6, 27, -1], [0], [-9], [7], [1], []]), (['Conv2D', 'LSTM', 'Dense', 'SpatialDropout1D', 'GlobalAveragePooling1D', 'GlobalMaxPooling1D', 'AveragePooling1D', 'Flatten'], [[-4, 13, 1, 5], [1, 4, -5, -1, 3, 6, 50, -1], [-1], [-9], [7], [-5], [1, 1], []])], [8506, 8628]
7, [(['Conv2D', 'LSTM', 'Dense', 'SpatialDropout1D', 'GlobalAveragePooling1D', 'GlobalMaxPooling1D', 'AveragePooling1D', 'Flatten'], [[-4, 13, 1, 5], [1, 4, -5, -1, 3, 6, 50, -1], [-1], [-9], [7], [-5], [1, 1], []]), (['Conv2D', 'LSTM', 'Dense', 'SpatialDropout1D', 'GRU', 'GlobalAveragePooling1D', 'GlobalMaxPooling1D', 'Flatten'], [[-3, 18, 1, 4], [1, 2, -5, 6, 3, 8, 27, -1], [0], [-11], [-7, 0, 0], [5], [1], []])], [8608, 8755]
8, [(['Conv2D', 'LSTM', 'Dense', 'SpatialDropout1D', 'GlobalAveragePooling1D', 'SeparableConv1D', 'GlobalMaxPooling1D', 'AveragePooling1D', 'Flatten'], [[-6, 13, 4, 3], [3, 3, -5, -1, 2, 6, 43, 4], [-1], [-377], [176], [2, 1, 1, -28], [-5], [1, 3], []]), (['MaxPooling2D', 'Conv2D', 'LSTM', 'Dense', 'SpatialDropout1D', 'GRU', 'GlobalAveragePooling1D', 'GlobalMaxPooling1D', 'Flatten'], [[0, 1], [-3, 18, 1, 3], [-2, 0, -7, 12, -47, 8, 27, -2], [69], [-12], [-7, 1, 0], [5], [3], []])], [8765, 8815]
9, [(['Conv2D', 'LSTM', 'Dense', 'SpatialDropout1D', 'GlobalAveragePooling1D', 'SeparableConv1D', 'GRU', 'GlobalMaxPooling1D', 'AveragePooling1D', 'Flatten'], [[-2, 13, 4, 3], [4, 4, -7, -1, 2, 10, 43, 5], [3], [-375], [173], [2, 1, 0, -26], [1, 1, 1], [-5], [0, 0], []]), (['MaxPooling2D', 'Conv2D', 'LSTM', 'Dense', 'SpatialDropout1D', 'SeparableConv2D', 'GRU', 'GlobalAveragePooling1D', 'GlobalMaxPooling1D', 'Flatten'], [[-17, 1], [-3, 19, 0, 3], [-2, -3, -7, 13, -47, 8, 26, -5], [70], [-12], [1, 0, 7, 1], [-7, 1, 0], [5], [2], []])], [8962, 8997]
10, [(['MaxPooling2D', 'Conv2D', 'LSTM', 'Dense', 'SpatialDropout1D', 'SeparableConv2D', 'GRU', 'GlobalAveragePooling1D', 'GlobalMaxPooling1D', 'Flatten'], [[-17, 1], [-3, 19, 0, 3], [-2, -3, -7, 13, -47, 8, 26, -5], [70], [-12], [1, 0, 7, 1], [-7, 1, 0], [5], [2], []]), (['Conv2D', 'LocallyConnected2D', 'LSTM', 'Dense', 'SpatialDropout1D', 'GlobalAveragePooling1D', 'SeparableConv1D', 'GRU', 'GlobalMaxPooling1D', 'AveragePooling1D', 'Flatten'], [[-2, 13, 4, 3], [1, -11, 1], [4, 5, -5, -1, 3, 31, 43, 5], [3], [-374], [173], [2, 1, 8, -26], [1, 1, 1], [-3], [0, 0], []])], [8997, 9092]
11, [(['Conv2D', 'LocallyConnected2D', 'LSTM', 'Dense', 'SpatialDropout1D', 'GlobalAveragePooling1D', 'SeparableConv1D', 'GRU', 'GlobalMaxPooling1D', 'AveragePooling1D', 'Flatten'], [[-2, 13, 4, 3], [1, -11, 1], [4, 5, -5, -1, 3, 31, 43, 5], [3], [-374], [173], [2, 1, 8, -26], [1, 1, 1], [-3], [0, 0], []]), (['Conv2D', 'LocallyConnected2D', 'LSTM', 'Dense', 'SpatialDropout1D', 'GlobalAveragePooling1D', 'SeparableConv1D', 'GRU', 'GlobalMaxPooling1D', 'BatchNormalization', 'AveragePooling1D', 'Flatten'], [[-13, 14, -3, 5], [1, -13, -9], [4, 4, -5, -1, 1, 31, 43, 5], [4], [-372], [173], [2, 2, 8, -26], [1, 1, 2], [-1], [1, -1], [48, 0], []])], [9079, 9523]
12, [(['Conv2D', 'LocallyConnected2D', 'LSTM', 'Dense', 'SpatialDropout1D', 'GlobalAveragePooling1D', 'SeparableConv1D', 'GRU', 'GlobalMaxPooling1D', 'BatchNormalization', 'AveragePooling1D', 'Flatten'], [[-13, 14, -3, 5], [1, -13, -9], [4, 4, -5, -1, 1, 31, 43, 5], [4], [-372], [173], [2, 2, 8, -26], [1, 1, 2], [-1], [1, -1], [48, 0], []]), (['Conv2D', 'LocallyConnected2D', 'LSTM', 'Dense', 'SpatialDropout1D', 'GlobalAveragePooling1D', 'SeparableConv1D', 'GRU', 'Activation', 'GlobalMaxPooling1D', 'BatchNormalization', 'AveragePooling1D', 'Flatten'], [[-13, 13, -3, 15], [-5, -13, -9], [1, 4, -4, 0, 2, 32, 47, 5], [4], [-367], [173], [3, 2, 8, -13], [5, 1, 2], [4], [-1], [-24, -2], [56, 0], []])], [9509, 9579]
13, [(['Conv2D', 'LocallyConnected2D', 'LSTM', 'Dense', 'SpatialDropout1D', 'GlobalAveragePooling1D', 'SeparableConv1D', 'GlobalAveragePooling2D', 'GRU', 'Activation', 'GlobalMaxPooling1D', 'BatchNormalization', 'AveragePooling1D', 'Flatten'], [[-13, 13, -3, 16], [-5, -13, -8], [-3, 4, -4, 0, 1, 32, 50, 13], [4], [-370], [173], [0, 5, 8, -14], [6], [4, 4, 5], [4], [-1], [-23, -2], [53, -1], []]), (['GaussianNoise', 'Conv2D', 'LocallyConnected2D', 'LSTM', 'Dense', 'SpatialDropout1D', 'GlobalAveragePooling1D', 'SeparableConv1D', 'GRU', 'GlobalMaxPooling1D', 'BatchNormalization', 'AveragePooling1D', 'Flatten'], [[2], [-13, 14, 2, 5], [0, -13, -5], [4, 1, -4, -1, 4, 31, 43, 5], [5], [-371], [173], [2, 2, 8, -25], [1, 0, 4], [-1], [1, -1], [29, 0], []])], [9599, 9614]
14, [(['GaussianNoise', 'Conv2D', 'LocallyConnected2D', 'LSTM', 'Dense', 'SpatialDropout1D', 'GlobalAveragePooling1D', 'SeparableConv1D', 'GRU', 'GlobalMaxPooling1D', 'BatchNormalization', 'AveragePooling1D', 'Flatten'], [[2], [-13, 14, 2, 5], [0, -13, -5], [4, 1, -4, -1, 4, 31, 43, 5], [5], [-371], [173], [2, 2, 8, -25], [1, 0, 4], [-1], [1, -1], [29, 0], []]), (['Conv2D', 'LocallyConnected2D', 'LSTM', 'DepthwiseConv2D', 'Dense', 'SpatialDropout1D', 'GlobalAveragePooling1D', 'SeparableConv1D', 'GlobalAveragePooling2D', 'GRU', 'Activation', 'GlobalMaxPooling1D', 'BatchNormalization', 'AveragePooling1D', 'Flatten'], [[-13, 13, -3, 17], [-5, -14, -11], [-3, 5, -7, 0, 1, 32, 52, 13], [1, 1, 0], [7], [-350], [173], [-1, 4, 8, -15], [6], [2, -1, 5], [4], [0], [-21, -2], [53, 1], []])], [9614, 9661]
15, [(['Conv2D', 'LocallyConnected2D', 'LSTM', 'DepthwiseConv2D', 'Dense', 'SpatialDropout1D', 'GlobalAveragePooling1D', 'SeparableConv1D', 'GlobalAveragePooling2D', 'GRU', 'Activation', 'GlobalMaxPooling1D', 'BatchNormalization', 'AveragePooling1D', 'Flatten'], [[-13, 13, -3, 17], [-5, -14, -11], [-3, 5, -7, 0, 1, 32, 52, 13], [1, 1, 0], [7], [-350], [173], [-1, 4, 8, -15], [6], [2, -1, 5], [4], [0], [-21, -2], [53, 1], []]), (['Conv2D', 'LocallyConnected2D', 'LSTM', 'DepthwiseConv2D', 'Dense', 'SeparableConv2D', 'SpatialDropout1D', 'GlobalAveragePooling1D', 'SeparableConv1D', 'GlobalAveragePooling2D', 'GRU', 'Activation', 'GlobalMaxPooling1D', 'BatchNormalization', 'AveragePooling1D', 'Flatten'], [[-13, 14, -3, 19], [-6, -14, -8], [-7, 5, -8, 0, 2, 33, 52, 13], [1, 1, 2], [7], [0, 7, 1, 1], [-348], [173], [3, 3, 8, -15], [7], [2, 41, 5], [4], [2], [-46, -2], [53, 1], []])], [9661, 9776]
16, [(['Conv2D', 'LocallyConnected2D', 'LSTM', 'DepthwiseConv2D', 'Dense', 'SeparableConv2D', 'SpatialDropout1D', 'GlobalAveragePooling1D', 'SeparableConv1D', 'GlobalAveragePooling2D', 'GRU', 'Activation', 'GlobalMaxPooling1D', 'BatchNormalization', 'AveragePooling1D', 'Flatten'], [[-13, 14, -3, 19], [-6, -14, -8], [-7, 5, -8, 0, 2, 33, 52, 13], [1, 1, 2], [7], [0, 7, 1, 1], [-348], [173], [3, 3, 8, -15], [7], [2, 41, 5], [4], [2], [-46, -2], [53, 1], []]), (['AveragePooling2D', 'Conv2D', 'LocallyConnected2D', 'LSTM', 'DepthwiseConv2D', 'Dense', 'SeparableConv2D', 'SpatialDropout1D', 'GlobalAveragePooling1D', 'SeparableConv1D', 'GlobalAveragePooling2D', 'GRU', 'Activation', 'GlobalMaxPooling1D', 'BatchNormalization', 'AveragePooling1D', 'Flatten'], [[6, 2], [-1, 14, -3, 19], [-7, -19, -7], [3, 4, -8, 1, 2, 36, 52, 12], [1, 12, 3], [8], [0, 23, 1, 1], [-348], [174], [3, 3, 8, -14], [7], [1, 41, 5], [-3], [2], [-46, -2], [56, -1], []])], [9776, 9784]
17, [(['Conv2D', 'LocallyConnected2D', 'LSTM', 'DepthwiseConv2D', 'Dense', 'SeparableConv2D', 'SpatialDropout1D', 'GlobalAveragePooling1D', 'SeparableConv1D', 'GlobalAveragePooling2D', 'GRU', 'Activation', 'GaussianDropout', 'GlobalMaxPooling1D', 'BatchNormalization', 'AveragePooling1D', 'Flatten'], [[105, 13, -3, 19], [0, -29, -5], [-7, 14, -8, 0, 2, 32, 52, 14], [2, 3, 2], [2], [0, 5, -4, 1], [-347], [173], [4, 3, 9, -15], [6], [3, 44, -2], [11], [1], [2], [-46, -2], [53, 3], []]), (['AveragePooling2D', 'Conv2D', 'LocallyConnected2D', 'Conv1D', 'LSTM', 'DepthwiseConv2D', 'Dense', 'SeparableConv2D', 'SpatialDropout1D', 'GlobalAveragePooling1D', 'SeparableConv1D', 'GlobalAveragePooling2D', 'GRU', 'Activation', 'GlobalMaxPooling1D', 'BatchNormalization', 'AveragePooling1D', 'Flatten'], [[6, 3], [-1, 19, -3, 19], [-7, -19, -9], [-29, 1, 0, -1], [2, 4, -8, -3, 2, 36, 52, 11], [1, 11, 8], [9], [0, 23, 7, 0], [-305], [175], [3, 0, 6, -14], [12], [1, 30, 5], [-3], [3], [-46, -2], [56, 0], []])], [9805, 9816]
18, [(['AveragePooling2D', 'Conv2D', 'LocallyConnected2D', 'Conv1D', 'LSTM', 'DepthwiseConv2D', 'Dense', 'SeparableConv2D', 'SpatialDropout1D', 'GlobalAveragePooling1D', 'SeparableConv1D', 'GlobalAveragePooling2D', 'GRU', 'Activation', 'GlobalMaxPooling1D', 'BatchNormalization', 'AveragePooling1D', 'Flatten'], [[6, 3], [-1, 19, -3, 19], [-7, -19, -9], [-29, 1, 0, -1], [2, 4, -8, -3, 2, 36, 52, 11], [1, 11, 8], [9], [0, 23, 7, 0], [-305], [175], [3, 0, 6, -14], [12], [1, 30, 5], [-3], [3], [-46, -2], [56, 0], []]), (['Conv2D', 'LocallyConnected2D', 'LSTM', 'DepthwiseConv2D', 'Dense', 'SimpleRNN', 'SeparableConv2D', 'SpatialDropout1D', 'GlobalAveragePooling1D', 'SeparableConv1D', 'GlobalAveragePooling2D', 'GRU', 'Activation', 'GaussianDropout', 'GlobalMaxPooling1D', 'BatchNormalization', 'AveragePooling1D', 'Flatten'], [[106, 18, -4, 20], [21, -39, -5], [-7, 14, -7, 0, 2, 32, 52, 13], [2, 3, 5], [-5], [1, 2, 1, -1, 1, 1], [-3, 5, -21, 1], [-348], [174], [4, 5, 9, -15], [6], [3, 54, -2], [11], [32], [-36], [-46, -2], [49, 3], []])], [9816, 9951]
19, Iteration, Selected, Fit